arm,alpha,unit,in_grammar_max,part_iou,missed,bott_zero_frac,bott_min,visited,expanded,peak,time_s,halted,formula
trained,0.2,unit88,0.25454105110196174,0.25454105110196174,0,0.835,0,237,430,589,0.51,no,((dep=ROOT OR dep=nsubj) AND const=NP)
trained,0.2,unit92,0.25783132530120484,0.25783132530120484,0,0.769,0,274,441,1328,0.79,no,((const=PP AND (NOT tag=DT)) OR lemma=.)
trained,0.2,unit413,0.4689449801474759,0.4689449801474759,0,0.8805,0,14,249,423,0.12,no,((const=NP AND (NOT const=VP)) AND (NOT const=PP))
trained,0.1,unit88,0.18162962962962964,0.18162962962962964,0,0.7595,0,259,478,630,0.6,no,((const=NP AND (NOT const=PP)) AND (NOT tag=DT))
trained,0.1,unit92,0.15932811480756687,0.15932811480756687,0,0.689,0,392,475,1181,1.05,no,(dep=pobj OR lemma=.)
trained,0.1,unit396,0.1453263274336283,0.1453263274336283,0,0.6665,0,311,440,1686,0.82,no,((const=PP AND (NOT tag=IN)) AND (NOT lemma=a))
trained,0.1,unit413,0.09521720052654672,0.09521720052654672,0,0.6235,0,124,276,443,0.31,no,((tag=NN AND (NOT const=VP)) AND (NOT const=PP))
trained,0.1,unit510,0.15745756590827015,0.15745756590827015,0,0.702,0,513,605,2075,1.8,no,((const=PP AND tag=DT) OR dep=punct)
trained,0.05,unit86,0.21660649819494585,0.21660649819494585,0,0.6845,0,116,284,383,0.29,no,((dep=ROOT OR dep=nsubj) AND tag=NN)
trained,0.05,unit87,0.07207207207207207,0.07207207207207207,0,0.623,0,1455,719,2734,6.18,no,((dep=prep AND (NOT const=NP)) OR dep=punct)
trained,0.05,unit91,0.10947749377968785,0.10947749377968785,0,0.6765,0,348,415,712,0.74,no,((const=NP AND dep=nsubj) OR dep=ROOT)
trained,0.05,unit395,0.0954036891442395,0.0954036891442395,0,0.657,0,446,467,918,1.19,no,((const=NP AND (NOT const=VP)) AND (NOT tag=DT))
trained,0.05,unit412,0.0980507974010632,0.0980507974010632,0,0.664,0,307,445,769,0.8,no,((tag=IN AND (NOT const=VP)) OR lemma=.)
untrained,0.2,unit88,0.23879198125488155,0.23879198125488155,0,0.7795,0,381,497,1819,1.07,no,((const=NP OR const=VP) AND (NOT lemma=a))
untrained,0.2,unit92,0.280018192844148,0.280018192844148,0,0.897,0,146,481,1027,0.55,no,((lemma=a AND (NOT const=VP)) OR dep=punct)
untrained,0.2,unit396,0.25183038438072,0.25183038438072,0,0.872,0,500,544,1332,1.7,no,((lemma=a AND (NOT const=PP)) OR lemma=.)
untrained,0.2,unit510,0.2713324094238765,0.2713324094238765,0,0.9295,0,249,490,707,0.59,no,((tag=NN OR dep=nsubj) OR lemma=.)
untrained,0.1,unit88,0.13526933493830876,0.13526933493830876,0,0.697,0,599,472,1554,1.52,no,((const=PP AND (NOT tag=DT)) AND (NOT dep=prep))
untrained,0.1,unit92,0.1947306198277318,0.1947306198277318,0,0.8095,0,140,421,670,0.44,no,((tag=NN AND (NOT const=VP)) OR dep=punct)
untrained,0.1,unit396,0.14863013698630137,0.14863013698630137,0,0.7905,0,277,570,1143,0.9,no,((tag=NN AND (NOT const=VP)) OR lemma=.)
untrained,0.1,unit413,0.1444379161770466,0.1444379161770466,0,0.688,0,378,498,1940,1.1,no,((const=VP AND (NOT tag=NN)) AND (NOT lemma=a))
untrained,0.1,unit510,0.15440487347703843,0.15440487347703843,0,0.766,0,339,474,1108,0.93,no,((dep=pobj AND (NOT const=VP)) OR lemma=.)
untrained,0.05,unit88,0.09189655172413794,0.09189655172413794,0,0.6435,0,318,423,1339,0.91,no,((const=PP AND (NOT tag=DT)) AND (NOT dep=prep))
untrained,0.05,unit92,0.11670203091846014,0.11670203091846014,0,0.7125,0,312,439,902,0.75,no,((const=NP AND (NOT const=VP)) AND tag=NN)
untrained,0.05,unit396,0.07546454304133485,0.07546454304133485,0,0.683,0,596,664,2092,2.19,no,((const=VP AND (NOT const=NP)) OR lemma=.)
untrained,0.05,unit413,0.10377358490566038,0.10377358490566038,0,0.6335,0,361,502,1578,0.96,no,((const=VP AND (NOT const=NP)) AND (NOT const=PP))
untrained,0.05,unit510,0.07335772782714758,0.07335772782714758,0,0.6475,0,689,538,1672,2.11,no,((tag=NN AND (NOT dep=nsubj)) OR dep=pobj)
