arm,alpha,unit,density_run,beam,algo,beam_IoU,exact_IoU,beam_cov,exact_cov,no_solution,same_mask,beam_visited,exact_visited,beam_expanded,exact_expanded,beam_time_s,exact_time_s,beam_halted,exact_halted,beam_formula,exact_formula
untrained,0.1,unit88,0.1,50,beam_optimal,0.1353,0.1353,0.2118,0.2118,0,1,751,1127,60,477,0.11,2.09,no,no,((const=PP AND (NOT tag=DT)) AND (NOT dep=prep)),((const=PP AND (NOT tag=DT)) AND (NOT dep=prep))
untrained,0.1,unit88,0.1,100,beam_optimal,0.1353,0.1353,0.2118,0.2118,0,1,1077,1127,108,477,0.19,2.09,no,no,((const=PP AND (NOT tag=DT)) AND (NOT dep=prep)),((const=PP AND (NOT tag=DT)) AND (NOT dep=prep))
untrained,0.1,unit88,0.1,200,beam_optimal,0.1353,0.1353,0.2118,0.2118,0,1,1274,1127,201,477,0.28,2.09,no,no,((const=PP AND (NOT dep=det)) AND (NOT dep=prep)),((const=PP AND (NOT tag=DT)) AND (NOT dep=prep))
untrained,0.1,unit92,0.09996,5,beam_optimal,0.1947,0.1947,0.1924,0.1924,0,1,121,334,15,423,0.02,0.48,no,no,((tag=NN AND (NOT const=VP)) OR dep=punct),((tag=NN AND (NOT const=VP)) OR dep=punct)
untrained,0.1,unit92,0.09996,10,beam_optimal,0.1947,0.1947,0.1924,0.1924,0,1,151,334,22,423,0.03,0.48,no,no,((tag=NN AND (NOT const=VP)) OR dep=punct),((tag=NN AND (NOT const=VP)) OR dep=punct)
untrained,0.1,unit92,0.09996,25,beam_optimal,0.1947,0.1947,0.1924,0.1924,0,1,260,334,36,423,0.05,0.48,no,no,((tag=NN AND (NOT const=VP)) OR dep=punct),((tag=NN AND (NOT const=VP)) OR dep=punct)
untrained,0.1,unit92,0.09996,50,beam_optimal,0.1947,0.1947,0.1924,0.1924,0,1,362,334,59,423,0.08,0.48,no,no,((tag=NN AND (NOT const=VP)) OR dep=punct),((tag=NN AND (NOT const=VP)) OR dep=punct)
untrained,0.1,unit92,0.09996,100,beam_optimal,0.1947,0.1947,0.1924,0.1924,0,1,569,334,107,423,0.15,0.48,no,no,((tag=NN AND (NOT const=VP)) OR dep=punct),((tag=NN AND (NOT const=VP)) OR dep=punct)
untrained,0.1,unit92,0.09996,200,beam_optimal,0.1947,0.1947,0.1924,0.1924,0,1,719,334,201,423,0.32,0.48,no,no,((tag=NN AND (NOT const=VP)) OR dep=punct),((tag=NN AND (NOT const=VP)) OR dep=punct)
untrained,0.1,unit396,0.1,5,beam_optimal,0.1486,0.1486,0.1772,0.1772,0,1,123,519,15,578,0.02,1.04,no,no,((tag=NN OR lemma=.) AND (NOT const=VP)),((tag=NN AND (NOT const=VP)) OR lemma=.)
untrained,0.1,unit396,0.1,10,beam_optimal,0.1486,0.1486,0.1772,0.1772,0,1,192,519,25,578,0.03,1.04,no,no,((tag=NN OR lemma=.) AND (NOT const=VP)),((tag=NN AND (NOT const=VP)) OR lemma=.)
untrained,0.1,unit396,0.1,25,beam_optimal,0.1486,0.1486,0.1772,0.1772,0,1,336,519,39,578,0.06,1.04,no,no,((tag=NN OR lemma=.) AND (NOT const=VP)),((tag=NN AND (NOT const=VP)) OR lemma=.)
untrained,0.1,unit396,0.1,50,beam_optimal,0.1486,0.1486,0.1772,0.1772,0,1,510,519,63,578,0.1,1.04,no,no,((tag=NN OR lemma=.) AND (NOT const=VP)),((tag=NN AND (NOT const=VP)) OR lemma=.)
untrained,0.1,unit396,0.1,100,beam_optimal,0.1486,0.1486,0.1772,0.1772,0,1,710,519,109,578,0.17,1.04,no,no,((tag=NN OR lemma=.) AND (NOT const=VP)),((tag=NN AND (NOT const=VP)) OR lemma=.)
untrained,0.1,unit396,0.1,200,beam_optimal,0.1486,0.1486,0.1772,0.1772,0,1,1047,519,204,578,0.29,1.04,no,no,((tag=NN OR lemma=.) AND (NOT const=VP)),((tag=NN AND (NOT const=VP)) OR lemma=.)
untrained,0.1,unit413,0.09996,5,beam_optimal,0.1444,0.1444,0.383,0.383,0,1,215,817,15,502,0.03,1.75,no,no,((const=VP AND (NOT synset=angstrom.n.01)) AND (NOT tag=NN)),((const=VP AND (NOT tag=NN)) AND (NOT lemma=a))
untrained,0.1,unit413,0.09996,10,beam_optimal,0.1444,0.1444,0.383,0.383,0,1,291,817,22,502,0.04,1.75,no,no,((const=VP AND (NOT synset=angstrom.n.01)) AND (NOT tag=NN)),((const=VP AND (NOT tag=NN)) AND (NOT lemma=a))
untrained,0.1,unit413,0.09996,25,beam_optimal,0.1444,0.1444,0.383,0.383,0,1,474,817,37,502,0.07,1.75,no,no,((const=VP AND (NOT synset=angstrom.n.01)) AND (NOT tag=NN)),((const=VP AND (NOT tag=NN)) AND (NOT lemma=a))
untrained,0.1,unit413,0.09996,50,beam_optimal,0.1444,0.1444,0.383,0.383,0,1,717,817,61,502,0.11,1.75,no,no,((const=VP AND (NOT synset=angstrom.n.01)) AND (NOT tag=NN)),((const=VP AND (NOT tag=NN)) AND (NOT lemma=a))
untrained,0.1,unit413,0.09996,100,beam_optimal,0.1444,0.1444,0.383,0.383,0,1,1042,817,108,502,0.18,1.75,no,no,((const=VP AND (NOT synset=angstrom.n.01)) AND (NOT tag=NN)),((const=VP AND (NOT tag=NN)) AND (NOT lemma=a))
untrained,0.1,unit413,0.09996,200,beam_optimal,0.1444,0.1444,0.383,0.383,0,1,1357,817,200,502,0.29,1.75,no,no,((const=VP AND (NOT synset=angstrom.n.01)) AND (NOT tag=NN)),((const=VP AND (NOT tag=NN)) AND (NOT lemma=a))
untrained,0.1,unit510,0.1,5,beam_optimal,0.1544,0.1544,0.1036,0.1036,0,1,88,579,14,474,0.02,0.93,no,no,((lemma=. OR dep=pobj) AND (NOT const=VP)),((dep=pobj AND (NOT const=VP)) OR lemma=.)
untrained,0.1,unit510,0.1,10,beam_optimal,0.1544,0.1544,0.1036,0.1036,0,1,149,579,22,474,0.03,0.93,no,no,((lemma=. OR dep=pobj) AND (NOT const=VP)),((dep=pobj AND (NOT const=VP)) OR lemma=.)
untrained,0.1,unit510,0.1,25,beam_optimal,0.1544,0.1544,0.1036,0.1036,0,1,295,579,36,474,0.05,0.93,no,no,((lemma=. OR dep=pobj) AND (NOT const=VP)),((dep=pobj AND (NOT const=VP)) OR lemma=.)
untrained,0.1,unit510,0.1,50,beam_optimal,0.1544,0.1544,0.1036,0.1036,0,1,528,579,60,474,0.15,0.93,no,no,((lemma=. OR dep=pobj) AND (NOT const=VP)),((dep=pobj AND (NOT const=VP)) OR lemma=.)
untrained,0.1,unit510,0.1,100,beam_optimal,0.1544,0.1544,0.1036,0.1036,0,1,846,579,106,474,0.16,0.93,no,no,((lemma=. OR dep=pobj) AND (NOT const=VP)),((dep=pobj AND (NOT const=VP)) OR lemma=.)
untrained,0.1,unit510,0.1,200,beam_optimal,0.1544,0.1544,0.1036,0.1036,0,1,1049,579,200,474,0.27,0.93,no,no,((lemma=. OR dep=pobj) AND (NOT const=VP)),((dep=pobj AND (NOT const=VP)) OR lemma=.)
untrained,0.05,unit88,0.04992,5,beam_optimal,0.0919,0.0919,0.2118,0.2118,0,1,149,663,15,432,0.02,1.16,no,no,((const=PP AND (NOT dep=det)) AND (NOT dep=prep)),((const=PP AND (NOT tag=DT)) AND (NOT dep=prep))
untrained,0.05,unit88,0.04992,10,beam_optimal,0.0919,0.0919,0.2118,0.2118,0,1,217,663,22,432,0.03,1.16,no,no,((const=PP AND (NOT dep=det)) AND (NOT dep=prep)),((const=PP AND (NOT tag=DT)) AND (NOT dep=prep))
untrained,0.05,unit88,0.04992,25,beam_optimal,0.0919,0.0919,0.2118,0.2118,0,1,367,663,36,432,0.06,1.16,no,no,((const=PP AND (NOT dep=det)) AND (NOT dep=prep)),((const=PP AND (NOT tag=DT)) AND (NOT dep=prep))
untrained,0.05,unit88,0.04992,50,beam_optimal,0.0919,0.0919,0.2118,0.2118,0,1,567,663,58,432,0.1,1.16,no,no,((const=PP AND (NOT tag=DT)) AND (NOT dep=prep)),((const=PP AND (NOT tag=DT)) AND (NOT dep=prep))
untrained,0.05,unit88,0.04992,100,beam_optimal,0.0919,0.0919,0.2118,0.2118,0,1,851,663,107,432,0.17,1.16,no,no,((const=PP AND (NOT tag=DT)) AND (NOT dep=prep)),((const=PP AND (NOT tag=DT)) AND (NOT dep=prep))
untrained,0.05,unit88,0.04992,200,beam_optimal,0.0919,0.0919,0.2118,0.2118,0,1,1031,663,200,432,0.27,1.16,no,no,((const=PP AND (NOT dep=det)) AND (NOT dep=prep)),((const=PP AND (NOT tag=DT)) AND (NOT dep=prep))
untrained,0.05,unit92,0.05,5,beam_optimal,0.1167,0.1167,0.1022,0.1022,0,1,102,579,15,454,0.02,0.93,no,no,((tag=NN AND const=NP) AND (NOT const=VP)),((const=NP AND (NOT const=VP)) AND tag=NN)
untrained,0.05,unit92,0.05,10,beam_optimal,0.1167,0.1167,0.1022,0.1022,0,1,152,579,22,454,0.03,0.93,no,no,((tag=NN AND const=NP) AND (NOT const=VP)),((const=NP AND (NOT const=VP)) AND tag=NN)
untrained,0.05,unit92,0.05,25,beam_optimal,0.1167,0.1167,0.1022,0.1022,0,1,297,579,36,454,0.05,0.93,no,no,((tag=NN AND const=NP) AND (NOT const=VP)),((const=NP AND (NOT const=VP)) AND tag=NN)
untrained,0.05,unit92,0.05,50,beam_optimal,0.1167,0.1167,0.1022,0.1022,0,1,478,579,60,454,0.09,0.93,no,no,((tag=NN AND const=NP) AND (NOT const=VP)),((const=NP AND (NOT const=VP)) AND tag=NN)
untrained,0.05,unit92,0.05,100,beam_optimal,0.1167,0.1167,0.1022,0.1022,0,1,742,579,107,454,0.17,0.93,no,no,((tag=NN AND const=NP) AND (NOT const=VP)),((const=NP AND (NOT const=VP)) AND tag=NN)
untrained,0.05,unit92,0.05,200,beam_optimal,0.1167,0.1167,0.1022,0.1022,0,1,1020,579,201,454,0.28,0.93,no,no,((tag=NN AND const=NP) AND (NOT const=VP)),((const=NP AND (NOT const=VP)) AND tag=NN)
untrained,0.05,unit396,0.04992,5,beam_optimal,0.0752,0.0755,0.1037,0.3017,0,0,121,1162,14,682,0.02,3.32,no,no,((lemma=. OR tag=IN) AND (NOT const=VP)),((const=VP AND (NOT const=NP)) OR lemma=.)
untrained,0.05,unit396,0.04992,10,beam_optimal,0.0755,0.0755,0.3017,0.3017,0,1,196,1162,24,682,0.03,3.32,no,no,((const=VP AND (NOT const=NP)) OR lemma=.),((const=VP AND (NOT const=NP)) OR lemma=.)
untrained,0.05,unit396,0.04992,25,beam_optimal,0.0755,0.0755,0.3017,0.3017,0,1,406,1162,38,682,0.05,3.32,no,no,((const=VP AND (NOT const=NP)) OR lemma=.),((const=VP AND (NOT const=NP)) OR lemma=.)
untrained,0.05,unit396,0.04992,50,beam_optimal,0.0755,0.0755,0.3017,0.3017,0,1,668,1162,61,682,0.1,3.32,no,no,((const=VP AND (NOT const=NP)) OR lemma=.),((const=VP AND (NOT const=NP)) OR lemma=.)
untrained,0.05,unit396,0.04992,100,beam_optimal,0.0755,0.0755,0.3017,0.3017,0,1,1161,1162,108,682,0.17,3.32,no,no,((const=VP AND (NOT const=NP)) OR lemma=.),((const=VP AND (NOT const=NP)) OR lemma=.)
untrained,0.05,unit396,0.04992,200,beam_optimal,0.0755,0.0755,0.3017,0.3017,0,1,2017,1162,203,682,0.32,3.32,no,no,((const=VP AND (NOT const=NP)) OR lemma=.),((const=VP AND (NOT const=NP)) OR lemma=.)
untrained,0.05,unit413,0.05,5,beam_optimal,0.1038,0.1038,0.1627,0.1627,0,1,135,631,15,528,0.02,1.32,no,no,((const=VP AND (NOT const=NP)) AND (NOT const=PP)),((const=VP AND (NOT const=NP)) AND (NOT const=PP))
untrained,0.05,unit413,0.05,10,beam_optimal,0.1038,0.1038,0.1627,0.1627,0,1,190,631,23,528,0.03,1.32,no,no,((const=VP AND (NOT const=NP)) AND (NOT const=PP)),((const=VP AND (NOT const=NP)) AND (NOT const=PP))
untrained,0.05,unit413,0.05,25,beam_optimal,0.1038,0.1038,0.1627,0.1627,0,1,311,631,36,528,0.05,1.32,no,no,((const=VP AND (NOT const=NP)) AND (NOT const=PP)),((const=VP AND (NOT const=NP)) AND (NOT const=PP))
untrained,0.05,unit413,0.05,50,beam_optimal,0.1038,0.1038,0.1627,0.1627,0,1,532,631,60,528,0.09,1.32,no,no,((const=VP AND (NOT const=NP)) AND (NOT const=PP)),((const=VP AND (NOT const=NP)) AND (NOT const=PP))
untrained,0.05,unit413,0.05,100,beam_optimal,0.1038,0.1038,0.1627,0.1627,0,1,957,631,107,528,0.16,1.32,no,no,((const=VP AND (NOT const=NP)) AND (NOT const=PP)),((const=VP AND (NOT const=NP)) AND (NOT const=PP))
untrained,0.05,unit413,0.05,200,beam_optimal,0.1038,0.1038,0.1627,0.1627,0,1,1377,631,201,528,0.28,1.32,no,no,((const=VP AND (NOT const=NP)) AND (NOT const=PP)),((const=VP AND (NOT const=NP)) AND (NOT const=PP))
untrained,0.05,unit510,0.04715,5,beam_optimal,0.0734,0.0734,0.2074,0.2074,0,1,150,1178,15,565,0.02,2.64,no,no,((tag=NN AND (NOT dep=nsubj)) OR dep=pobj),((tag=NN AND (NOT dep=nsubj)) OR dep=pobj)
untrained,0.05,unit510,0.04715,10,beam_optimal,0.0734,0.0734,0.2074,0.2074,0,1,207,1178,22,565,0.03,2.64,no,no,((tag=NN AND (NOT dep=nsubj)) OR dep=pobj),((tag=NN AND (NOT dep=nsubj)) OR dep=pobj)
untrained,0.05,unit510,0.04715,25,beam_optimal,0.0734,0.0734,0.2074,0.2074,0,1,451,1178,36,565,0.06,2.64,no,no,((tag=NN AND (NOT dep=nsubj)) OR dep=pobj),((tag=NN AND (NOT dep=nsubj)) OR dep=pobj)
untrained,0.05,unit510,0.04715,50,beam_optimal,0.0734,0.0734,0.2074,0.2074,0,1,774,1178,61,565,0.11,2.64,no,no,((tag=NN AND (NOT dep=nsubj)) OR dep=pobj),((tag=NN AND (NOT dep=nsubj)) OR dep=pobj)
untrained,0.05,unit510,0.04715,100,beam_optimal,0.0734,0.0734,0.2074,0.2074,0,1,1219,1178,107,565,0.25,2.64,no,no,((tag=NN AND (NOT dep=nsubj)) OR dep=pobj),((tag=NN AND (NOT dep=nsubj)) OR dep=pobj)
untrained,0.05,unit510,0.04715,200,beam_optimal,0.0734,0.0734,0.2074,0.2074,0,1,1735,1178,200,565,0.31,2.64,no,no,((tag=NN AND (NOT dep=nsubj)) OR dep=pobj),((tag=NN AND (NOT dep=nsubj)) OR dep=pobj)
